Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP929,Lake,Clean,38.0,20000.0,2009.0,USAID,Pay per use,15.0,Solar Pump,"(-18.619725015270124, 26.141157947819895)",Not Functioning
WP930,,,46.0,22000.0,2018.0,Red Cross,Pay per use,6.0,Motorized Pump,"(-21.681212526686863, 19.813418196216304)",Not Functioning
WP931,Well,Clean,39.0,24000.0,,,Free,6.0,Motorized Pump,,Not Functioning
WP932,Borehole,Contaminated,,25000.0,2020.0,Red Cross,Pay per use,4.0,Solar Pump,"(-19.555263686246963, 26.986285333392342)",Not Functioning
WP933,,Contaminated,38.0,22000.0,2018.0,Red Cross,Free,6.0,,,Not Functioning
WP934,Well,Contaminated,30.0,23000.0,2008.0,Red Cross,,,Motorized Pump,"(-19.399618004233353, 24.03266645919234)",Functioning
WP935,Well,Contaminated,,27000.0,1993.0,Red Cross,Free,31.0,,"(-23.64760670668032, 21.29776676734022)",Not Functioning
,Lake,Contaminated,38.0,24000.0,2015.0,UNICEF,Free,9.0,Motorized Pump,"(-23.85229693550321, 23.029772102350947)",Not Functioning
WP937,Borehole,Contaminated,45.0,20000.0,1990.0,USAID,,34.0,Motorized Pump,"(-20.87610873686879, 20.233559552454146)",Functioning
WP938,Well,Clean,41.0,26000.0,2008.0,Oxfam,Pay per use,16.0,Solar Pump,"(-22.160377323366962, 19.47177205510745)",Not Functioning
,Well,Contaminated,42.0,23000.0,2004.0,USAID,Free,20.0,Solar Pump,"(-21.764223099117146, 20.44918744618927)",Functioning
WP940,,,52.0,20000.0,2005.0,UNICEF,Free,19.0,Motorized Pump,"(-20.01273225252254, 25.912911975862386)",Not Functioning
WP941,Lake,Clean,43.0,21000.0,2000.0,Oxfam,Pay per use,24.0,Motorized Pump,,Not Functioning
WP942,Well,Contaminated,38.0,19000.0,1995.0,Red Cross,Free,29.0,Solar Pump,"(-17.604633609316085, 24.092254348194494)",Not Functioning
WP943,Lake,Clean,38.0,28000.0,,Red Cross,Free,31.0,,"(-18.79470716599794, 27.150337448173357)",Not Functioning
WP944,,Clean,38.0,,,Red Cross,,,Solar Pump,"(-17.770005643035216, 28.65770193704853)",
WP945,,Contaminated,30.0,22000.0,2018.0,USAID,Free,,Motorized Pump,"(-18.02960818349616, 24.00945284981011)",Functioning
,Lake,Contaminated,38.0,26000.0,2013.0,,Free,11.0,Hand Pump,"(-22.881623456658026, 22.662140982613998)",Not Functioning
WP947,,,37.0,23000.0,2004.0,Red Cross,Free,20.0,Solar Pump,"(-21.45139381187969, 21.1058805942845)",Not Functioning
WP948,Well,Contaminated,41.0,24000.0,2019.0,USAID,Pay per use,5.0,Solar Pump,"(-17.931109369687142, 19.717707066988936)",Not Functioning
,Lake,Contaminated,39.0,19000.0,1998.0,,Free,,Solar Pump,"(-18.707100167017494, 24.79647995705701)",Not Functioning
WP950,Lake,,,21000.0,1999.0,Oxfam,Pay per use,25.0,,"(-22.792816834348095, 22.22879914520556)",Not Functioning
WP951,River,Contaminated,40.0,20000.0,1998.0,,Free,26.0,Solar Pump,"(-20.47768146338676, 25.17408998872083)",Not Functioning
WP952,River,Contaminated,42.0,27000.0,2005.0,UNICEF,Free,,Motorized Pump,,Functioning
WP953,Lake,Contaminated,34.0,,1998.0,USAID,Pay per use,26.0,Solar Pump,"(-23.407119450384478, 23.302342205698235)",Not Functioning
,Well,Contaminated,49.0,22000.0,,,Free,7.0,Motorized Pump,"(-20.90582475269293, 25.71413701705795)",Functioning
WP955,Lake,Clean,38.0,24000.0,,Red Cross,Free,4.0,Motorized Pump,"(-19.87297870006756, 27.945546762687435)",Not Functioning
WP956,Lake,,46.0,22000.0,2017.0,USAID,Pay per use,7.0,Motorized Pump,"(-22.020933790421967, 26.093811348370487)",Not Functioning
WP957,Lake,,37.0,20000.0,2018.0,,Pay per use,6.0,Motorized Pump,"(-20.575156596896022, 21.628896278810068)",Not Functioning
WP958,Well,Contaminated,,21000.0,2015.0,Oxfam,Pay per use,9.0,Solar Pump,"(-21.404966265395064, 25.97021648974901)",Not Functioning
,Borehole,Contaminated,52.0,28000.0,1993.0,USAID,Free,31.0,Motorized Pump,"(-21.302546853696096, 19.416176606275908)",
WP960,,Contaminated,42.0,27000.0,2009.0,UNICEF,,15.0,Solar Pump,"(-21.782943206102388, 25.618989769157242)",Not Functioning
,,Contaminated,35.0,20000.0,2001.0,Red Cross,Free,,Solar Pump,"(-23.14634811333076, 19.091602738868136)",Not Functioning
WP962,Lake,Clean,35.0,28000.0,1994.0,Red Cross,Free,30.0,Motorized Pump,"(-19.194347615203032, 25.53099293119019)",Not Functioning
WP963,Borehole,Contaminated,36.0,26000.0,,USAID,Free,24.0,Solar Pump,"(-19.267838156405542, 24.727481614984843)",Not Functioning
WP964,Borehole,,,27000.0,1999.0,,Free,,Hand Pump,"(-21.766102730231278, 25.391136379631092)",Functioning
,Well,Clean,48.0,,1994.0,,Free,30.0,Solar Pump,"(-20.723994463747733, 27.25494946199135)",Not Functioning
WP966,,Contaminated,51.0,19000.0,1992.0,Red Cross,Pay per use,32.0,Solar Pump,"(-23.547098156281073, 26.428580771276362)",Not Functioning
,Lake,Contaminated,40.0,29000.0,2012.0,Red Cross,Free,12.0,Motorized Pump,"(-19.733514144996835, 19.599264786586662)",Not Functioning
WP968,,,47.0,25000.0,1993.0,Red Cross,Free,31.0,Motorized Pump,"(-20.848131393034762, 25.288589657326696)",Functioning
WP969,Lake,Clean,44.0,20000.0,2015.0,,Free,9.0,Motorized Pump,"(-21.38115057356541, 22.962159720292195)",Not Functioning
WP970,Lake,Clean,31.0,22000.0,1995.0,,Free,29.0,Solar Pump,"(-21.30141556813564, 21.43554933208121)",Not Functioning
WP971,Well,,37.0,24000.0,2005.0,Red Cross,Free,19.0,Solar Pump,"(-17.683582829954492, 25.129167850015094)",Not Functioning
WP972,Lake,Contaminated,41.0,28000.0,2015.0,USAID,Free,9.0,Hand Pump,"(-23.73113309221674, 23.13514802254032)",Not Functioning
WP973,Lake,Clean,32.0,26000.0,1993.0,USAID,Free,31.0,Motorized Pump,"(-18.532612556734215, 25.497784244016987)",Not Functioning
,Well,Contaminated,,25000.0,2019.0,UNICEF,Free,5.0,Hand Pump,"(-19.44715934872125, 24.67582125774178)",Not Functioning
WP975,Well,Clean,32.0,27000.0,2012.0,Red Cross,,12.0,Motorized Pump,"(-22.100154334629508, 19.50485661272679)",Not Functioning
WP976,Lake,Contaminated,53.0,24000.0,2018.0,USAID,Pay per use,6.0,Solar Pump,"(-23.31623957601676, 23.819509804837473)",Not Functioning
,Lake,Clean,46.0,17000.0,1999.0,USAID,Free,25.0,Solar Pump,,
WP978,Borehole,Contaminated,47.0,27000.0,1998.0,Oxfam,Free,26.0,Solar Pump,"(-22.47180859511521, 27.524192027569267)",Not Functioning
WP979,Borehole,Contaminated,42.0,23000.0,,Red Cross,Free,18.0,Motorized Pump,"(-21.82095277370331, 23.383440659642304)",Not Functioning
WP980,,Contaminated,33.0,23000.0,2013.0,USAID,Pay per use,11.0,Solar Pump,"(-23.98630570708758, 26.06566646850778)",Not Functioning
WP981,Well,Contaminated,38.0,28000.0,2002.0,,Free,22.0,Motorized Pump,"(-21.132169150475853, 22.835990124239988)",Not Functioning
,Well,Contaminated,41.0,,,Red Cross,Free,4.0,Motorized Pump,"(-19.521622699084915, 24.11341690508239)",Functioning
WP983,Lake,,36.0,29000.0,2017.0,USAID,Free,7.0,,"(-20.65313784711311, 25.73454240154015)",Not Functioning
WP984,,Contaminated,49.0,32000.0,2017.0,Red Cross,,7.0,Motorized Pump,"(-23.930081514076587, 20.263453523907398)",Not Functioning
WP985,Well,Contaminated,33.0,19000.0,2001.0,,Pay per use,23.0,Motorized Pump,"(-21.47468611624368, 25.353974388384025)",Not Functioning
WP986,Borehole,Contaminated,31.0,25000.0,2007.0,Red Cross,Pay per use,17.0,,"(-22.376385543243224, 20.75388407193187)",Not Functioning
WP987,Well,Clean,46.0,25000.0,1993.0,Oxfam,,,Solar Pump,"(-21.79202223843074, 25.63817879472763)",Not Functioning
WP988,Well,Contaminated,40.0,22000.0,2016.0,USAID,Pay per use,8.0,,"(-20.563276455893515, 24.46798177881281)",Not Functioning
,Lake,Contaminated,40.0,22000.0,2014.0,USAID,Free,10.0,Motorized Pump,"(-21.183815344946904, 28.328844417200468)",Not Functioning
WP990,Well,Clean,35.0,19000.0,,USAID,Free,34.0,,"(-19.484215757907037, 24.781301268616495)",Not Functioning
WP991,,Contaminated,28.0,25000.0,1993.0,Red Cross,Free,31.0,Solar Pump,"(-23.04740471539685, 21.745816878465817)",Not Functioning
WP992,Lake,Contaminated,,20000.0,2016.0,,Free,8.0,,"(-22.521304967934494, 21.942691812295216)",Not Functioning
WP993,Well,Contaminated,50.0,22000.0,2014.0,,Free,10.0,Motorized Pump,"(-19.17329950807692, 24.365321707956085)",Not Functioning
WP994,Well,Clean,36.0,22000.0,1990.0,UNICEF,Pay per use,34.0,Solar Pump,"(-21.78871446000502, 26.278279959912123)",Not Functioning
WP995,Lake,Clean,33.0,25000.0,1995.0,,Free,,Hand Pump,"(-18.886766139543187, 25.644967903072054)",Not Functioning
,Well,Clean,31.0,21000.0,,USAID,Pay per use,,Hand Pump,,
,Lake,Clean,33.0,21000.0,2001.0,USAID,Pay per use,23.0,Solar Pump,,Not Functioning
WP998,Well,Contaminated,34.0,20000.0,2013.0,,Free,11.0,Motorized Pump,,Functioning
WP999,Well,Contaminated,,24000.0,2005.0,USAID,Pay per use,19.0,,"(-22.652659373430676, 22.66096003305308)",Functioning
WP1000,Lake,Clean,49.0,22000.0,2008.0,USAID,Free,,Motorized Pump,"(-18.805703840607173, 27.80607624440946)",Not Functioning
WP1001,,Clean,37.0,28000.0,2012.0,Red Cross,Free,12.0,Solar Pump,"(-21.788527262557288, 24.428942691611905)",Not Functioning
WP1002,Well,Clean,40.0,27000.0,2008.0,USAID,Free,16.0,,,Not Functioning
WP1003,Lake,Clean,45.0,24000.0,1992.0,Oxfam,Pay per use,32.0,,"(-23.990871264816896, 23.355252718772658)",Not Functioning
WP1004,,Contaminated,42.0,22000.0,2016.0,USAID,Free,8.0,Motorized Pump,,Functioning
WP1005,,Contaminated,49.0,24000.0,1992.0,Oxfam,Free,32.0,Motorized Pump,"(-22.843780102771916, 22.56475088298778)",Functioning
WP1006,Well,Contaminated,44.0,24000.0,2011.0,USAID,Free,13.0,Hand Pump,"(-17.693194725099453, 24.196852005012833)",
,,Clean,29.0,25000.0,1992.0,World Bank,Pay per use,32.0,,"(-18.917720841719095, 26.357560394606583)",Not Functioning
WP1008,Well,,46.0,23000.0,2004.0,Red Cross,Free,20.0,Motorized Pump,"(-19.48398248211168, 27.485815217132547)",Functioning
WP1009,Well,Contaminated,44.0,22000.0,2011.0,USAID,Free,13.0,Motorized Pump,,Functioning
WP1010,Well,Contaminated,31.0,26000.0,1998.0,Red Cross,Free,26.0,,,Not Functioning
WP1011,Lake,Contaminated,39.0,25000.0,2004.0,USAID,Free,20.0,,"(-19.778900624427095, 20.109418899129054)",
WP1012,Lake,Contaminated,54.0,28000.0,2005.0,,Free,19.0,Hand Pump,"(-22.426732596286985, 20.863126521522275)",Not Functioning
WP1013,Well,Clean,46.0,24000.0,2014.0,Oxfam,Pay per use,10.0,Solar Pump,"(-19.86716257254394, 27.46389723184816)",
WP1014,Well,Contaminated,37.0,24000.0,2011.0,Red Cross,Free,,Motorized Pump,"(-22.37274778695819, 19.20424100772105)",Functioning
WP1015,Well,Clean,,26000.0,1994.0,UNICEF,Free,30.0,Solar Pump,"(-21.16751916002078, 21.48140867772019)",Not Functioning
WP1016,Lake,Contaminated,37.0,20000.0,1991.0,Red Cross,Free,33.0,,"(-19.301519513536476, 26.55972639314482)",
WP1017,Lake,Clean,52.0,21000.0,2004.0,Red Cross,Free,20.0,Solar Pump,"(-18.747417783767425, 27.01558421744535)",
WP1018,Well,Clean,39.0,27000.0,1998.0,USAID,Free,26.0,Solar Pump,"(-20.77256022715041, 21.214315999280366)",Not Functioning
WP1019,Well,Contaminated,30.0,28000.0,1993.0,USAID,Free,31.0,Solar Pump,"(-21.29844740048112, 25.47235989532592)",Not Functioning
WP1020,Well,Contaminated,40.0,21000.0,1994.0,Red Cross,Free,30.0,Motorized Pump,"(-17.917629050397828, 27.23817861277796)",Functioning
WP1021,Well,Contaminated,,,2005.0,Red Cross,Pay per use,19.0,Hand Pump,"(-20.91013373782953, 24.165905387203978)",Functioning
WP1022,Borehole,Contaminated,38.0,23000.0,2006.0,UNICEF,,18.0,Solar Pump,"(-22.398179175050423, 21.914806085948303)",Not Functioning
WP1023,Well,Clean,39.0,21000.0,2011.0,USAID,Pay per use,13.0,Motorized Pump,"(-19.061197036317516, 27.944465552273464)",Not Functioning
WP1024,Well,Clean,33.0,21000.0,,Red Cross,Pay per use,5.0,Motorized Pump,"(-18.34606319302907, 25.42077481156025)",Functioning
WP1025,Well,Contaminated,40.0,19000.0,,,Free,16.0,Motorized Pump,"(-18.017773525895, 28.543039465097635)",Not Functioning
WP1026,Well,,35.0,21000.0,,Red Cross,Pay per use,19.0,Motorized Pump,,Not Functioning
WP1027,,Contaminated,31.0,20000.0,1996.0,USAID,,28.0,Solar Pump,"(-19.383728932692126, 27.198486046933105)",Not Functioning
WP1028,Well,,45.0,22000.0,2019.0,Red Cross,Free,5.0,Motorized Pump,"(-21.35930709821413, 26.85604140151086)",Not Functioning
WP1029,Well,Contaminated,31.0,30000.0,,Oxfam,,11.0,Solar Pump,"(-21.89377360573724, 23.39710711271127)",Not Functioning
WP1030,,Clean,49.0,23000.0,2000.0,Red Cross,,24.0,,"(-21.072607857227034, 26.598831037450996)",Not Functioning
WP1031,Well,Clean,44.0,25000.0,2001.0,Oxfam,Free,,Solar Pump,"(-23.099381504181032, 25.502766405300058)",Not Functioning
WP1032,,Contaminated,33.0,27000.0,2013.0,Red Cross,,,,,Functioning
WP1033,Well,Contaminated,41.0,26000.0,1999.0,Red Cross,Free,25.0,,"(-19.505239067076985, 26.883727577936746)",Not Functioning
WP1034,Borehole,Contaminated,47.0,29000.0,,Red Cross,,17.0,Motorized Pump,"(-23.15368265941731, 22.27080143353846)",Not Functioning
,Lake,Clean,37.0,25000.0,2006.0,USAID,Pay per use,18.0,,"(-20.696283694814387, 27.214310568096202)",Not Functioning
WP1036,Lake,Clean,49.0,20000.0,2003.0,USAID,Pay per use,21.0,Solar Pump,"(-23.915342843458575, 20.921946069868277)",Not Functioning
WP1037,,Contaminated,44.0,23000.0,,,Free,29.0,Motorized Pump,"(-20.892851667770547, 25.17137391007922)",Not Functioning
,Well,Contaminated,46.0,29000.0,1995.0,Red Cross,Pay per use,,Solar Pump,"(-19.06947666459156, 24.058005179218252)",Not Functioning
WP1039,Well,Clean,,20000.0,2008.0,UNICEF,Pay per use,16.0,Motorized Pump,"(-23.412973476966943, 22.81771176687916)",Functioning
WP1040,Lake,Clean,45.0,19000.0,1997.0,Red Cross,Free,27.0,Hand Pump,,Not Functioning
WP1041,Well,,,,2010.0,Red Cross,Free,14.0,Solar Pump,"(-22.530681957193803, 22.273861215613543)",Not Functioning
WP1042,Well,,46.0,29000.0,2001.0,USAID,Free,,Solar Pump,"(-21.612090571987437, 20.155146315451915)",Not Functioning
,Lake,Clean,48.0,26000.0,2006.0,World Bank,Free,18.0,,"(-21.849397833481977, 25.092577122578525)",Not Functioning
WP1044,Lake,,35.0,19000.0,2009.0,UNICEF,Pay per use,15.0,,"(-21.727568212808812, 25.09435419690551)",
WP1045,,Contaminated,42.0,25000.0,2006.0,USAID,,18.0,Solar Pump,,Not Functioning
WP1046,Well,Contaminated,44.0,23000.0,1996.0,Red Cross,Free,28.0,Solar Pump,"(-23.11583572899912, 21.15775549857194)",Not Functioning
WP1047,Lake,,36.0,23000.0,2006.0,,Pay per use,18.0,Solar Pump,"(-21.883496087536145, 21.375864567991766)",Not Functioning
WP1048,Well,,41.0,25000.0,2020.0,Red Cross,Pay per use,4.0,Solar Pump,,Not Functioning
WP1049,Borehole,Contaminated,33.0,26000.0,1995.0,Oxfam,,,Motorized Pump,"(-17.60493150420062, 26.77993501845804)",Functioning
WP1050,Well,Clean,49.0,,2008.0,Red Cross,Free,16.0,Solar Pump,"(-23.605639864508632, 22.036341190480364)",Not Functioning
WP1051,,Contaminated,43.0,17000.0,2012.0,USAID,,12.0,Motorized Pump,"(-18.96230002624668, 25.111721851442596)",Not Functioning
WP1052,Well,Contaminated,39.0,20000.0,2010.0,USAID,Free,,Motorized Pump,"(-23.74353824072023, 19.858167797733913)",Not Functioning
WP1053,,Contaminated,,27000.0,1995.0,UNICEF,Pay per use,29.0,Solar Pump,"(-21.50323398047941, 25.757999844889195)",Functioning
WP1054,Lake,Clean,43.0,17000.0,2020.0,Oxfam,,4.0,Solar Pump,"(-23.132370555281653, 22.875437327358732)",Not Functioning
WP1055,Lake,,41.0,23000.0,2017.0,USAID,Pay per use,7.0,Hand Pump,"(-17.62949578320368, 28.219556673179838)",Not Functioning
,Well,,37.0,21000.0,2001.0,Red Cross,Free,23.0,Hand Pump,,Not Functioning
WP1057,Well,Contaminated,,21000.0,,Oxfam,Free,9.0,Motorized Pump,"(-21.800792903816415, 20.84706480185919)",Functioning
WP1058,Lake,Contaminated,45.0,22000.0,2012.0,USAID,Free,12.0,Hand Pump,"(-17.546359185373248, 26.279392335388927)",Not Functioning
WP1059,Well,Contaminated,41.0,23000.0,2001.0,Red Cross,Free,23.0,Motorized Pump,,Not Functioning
WP1060,Well,Contaminated,30.0,27000.0,2003.0,USAID,Pay per use,21.0,Solar Pump,"(-23.942388104874933, 22.604450609429353)",Functioning
WP1061,,Contaminated,59.0,20000.0,2011.0,Red Cross,Free,13.0,Solar Pump,"(-21.624714197548943, 26.914856074334768)",Not Functioning
,Well,Contaminated,40.0,26000.0,2011.0,Red Cross,Free,,Motorized Pump,,Not Functioning
WP1063,Borehole,,39.0,,1994.0,USAID,Free,,Motorized Pump,"(-21.36598590068464, 23.922593246629035)",Functioning
WP1064,Well,Contaminated,,24000.0,1999.0,Red Cross,Free,,,"(-23.319012694322858, 21.954990712209813)",Not Functioning
WP1065,Lake,Clean,47.0,17000.0,2006.0,Red Cross,Free,,,"(-20.15334291764436, 26.421343003273215)",Not Functioning
WP1066,Well,Contaminated,38.0,23000.0,1990.0,Oxfam,Pay per use,34.0,Solar Pump,,Not Functioning
WP1067,Well,Contaminated,47.0,22000.0,2020.0,Red Cross,Free,4.0,,"(-21.958602497918395, 21.44865318546854)",Not Functioning
WP1068,Lake,Contaminated,34.0,23000.0,2016.0,,Free,8.0,Motorized Pump,"(-23.512288371453124, 25.707380626847144)",Not Functioning
,,Clean,41.0,,1999.0,USAID,Free,25.0,Motorized Pump,"(-21.333891773907574, 23.433667546807452)",Not Functioning
,River,Contaminated,41.0,23000.0,2000.0,USAID,Free,24.0,,"(-17.778820045298286, 26.876258363891544)",Functioning
WP1071,Well,Contaminated,44.0,25000.0,1990.0,Red Cross,Free,34.0,Hand Pump,"(-21.024529518502316, 24.041986137510396)",Functioning
WP1072,Well,,43.0,,2000.0,,Free,,Solar Pump,"(-18.7146768451905, 28.393461226339497)",Not Functioning
WP1073,Well,Contaminated,46.0,25000.0,1991.0,Red Cross,Free,33.0,Motorized Pump,,Not Functioning
WP1074,Lake,Clean,40.0,21000.0,1992.0,UNICEF,,32.0,Solar Pump,"(-22.534896930609996, 22.183335264608306)",Not Functioning
WP1075,Well,Contaminated,,23000.0,1996.0,Red Cross,Free,28.0,Solar Pump,"(-22.1220305888701, 26.457923237853194)",Not Functioning
WP1076,Lake,Contaminated,52.0,31000.0,2014.0,UNICEF,Free,10.0,Motorized Pump,"(-22.0575364920347, 22.383696614262544)",Not Functioning
WP1077,,Clean,39.0,25000.0,1998.0,USAID,,,Motorized Pump,"(-21.233310097557723, 26.572041271767606)",Not Functioning
WP1078,,Contaminated,35.0,22000.0,2007.0,USAID,Free,17.0,Motorized Pump,"(-23.17131376964927, 26.34816036391424)",Not Functioning
WP1079,River,Clean,35.0,23000.0,2002.0,USAID,Free,,Motorized Pump,"(-21.118532734475295, 25.22512122560883)",
WP1080,Lake,Contaminated,39.0,25000.0,2019.0,Red Cross,,5.0,Motorized Pump,"(-17.99444678169835, 27.930779004951376)",Not Functioning
WP1081,Well,Clean,34.0,21000.0,1996.0,UNICEF,Free,28.0,Solar Pump,"(-21.14292698630149, 19.601096131649797)",Not Functioning
WP1082,Lake,Contaminated,,22000.0,2005.0,Red Cross,Free,19.0,Solar Pump,"(-20.520278300706597, 24.559883398076202)",Not Functioning
WP1083,,,47.0,25000.0,,Red Cross,Free,19.0,Hand Pump,,Functioning
WP1084,,Clean,45.0,30000.0,2014.0,Oxfam,Pay per use,10.0,,"(-23.40766301238115, 22.908152848502557)",Not Functioning
WP1085,Well,Contaminated,,25000.0,1990.0,USAID,Free,34.0,Hand Pump,,Functioning
WP1086,Lake,,33.0,,2019.0,Oxfam,Free,5.0,Solar Pump,"(-22.494913860123596, 20.435973006747844)",Not Functioning
WP1087,Well,,,,,USAID,Free,21.0,Motorized Pump,"(-20.539070119250656, 23.243435422640005)",Not Functioning
WP1088,Well,Contaminated,37.0,21000.0,2006.0,USAID,Free,18.0,,"(-22.04940057043797, 21.115855207909803)",
,Well,Contaminated,50.0,24000.0,2012.0,Red Cross,Pay per use,12.0,,"(-18.425569375066516, 25.982767660523482)",
WP1090,Well,Contaminated,44.0,22000.0,2001.0,Red Cross,Pay per use,23.0,Hand Pump,"(-20.81937028971309, 24.67727399153697)",Not Functioning
,River,Contaminated,,23000.0,,,Pay per use,14.0,Solar Pump,,Not Functioning
WP1092,,Contaminated,,25000.0,2000.0,UNICEF,Pay per use,24.0,Motorized Pump,"(-17.96726476609464, 25.488964159002336)",Functioning
,Well,Contaminated,,,2016.0,Oxfam,Pay per use,,Motorized Pump,"(-20.51213356647372, 21.611655215422516)",Functioning
,Lake,Contaminated,38.0,24000.0,,Red Cross,Free,29.0,Solar Pump,"(-17.85696193248196, 26.096024907383395)",Not Functioning
WP1095,Well,Contaminated,40.0,22000.0,2015.0,Oxfam,Free,9.0,Solar Pump,"(-18.022313342544926, 24.04552396293405)",Not Functioning
WP1096,Well,Contaminated,45.0,21000.0,1992.0,Red Cross,Free,32.0,Solar Pump,"(-22.59516181697768, 23.313685722545948)",Not Functioning
,Well,Contaminated,34.0,20000.0,2011.0,Red Cross,Pay per use,13.0,Motorized Pump,"(-18.03697284303108, 25.402112247185237)",Not Functioning
WP1098,Borehole,Contaminated,,23000.0,2009.0,UNICEF,Free,,Solar Pump,"(-21.08993560986243, 19.768815718991327)",Not Functioning
WP1099,Borehole,Clean,,24000.0,2008.0,UNICEF,Free,16.0,Hand Pump,"(-23.90741347389375, 27.362413988004995)",Not Functioning
WP1100,Well,Contaminated,36.0,19000.0,2009.0,USAID,Pay per use,15.0,Motorized Pump,"(-21.087422746603696, 26.225117432943147)",Functioning
